player_name,position,team,vorp,proj_ppg,adp_rank,bye_week,injury_risk_score,durability_score,risk_sigma,is_rookie,historical_injuries,games_missed_injury,season_ending_injuries,avg_recovery_time,has_recurring_injuries,position_injury_risk,age_adjusted_risk,usage_adjusted_risk,games_played_pct_adj
Player_001,WR,Team_1,0.6301152754621135,8.630115275462114,7,14,0.047905007620431324,0.9600781736011391,0.10015575316820287,False,0,0,0,0.14368172210609326,False,0.25,0.05698311231655992,0.04757487199324089,0.9361433422138612
Player_002,QB,Team_2,26.532522686809457,41.53252268680946,10,12,0.4615888860403111,0.6331550960643528,0.18803049874792027,False,0,0,0,1.990653502099495,False,0.15,0.46529415625651077,0.5163721529678207,0.5602749455650752
Player_003,DEF,Team_3,6.709627453118243,12.709627453118243,1,5,0.05665133410249495,0.9519410130605865,0.15925470114081647,False,0,0,0,0.1685041581878181,False,0.1,0.04564012357829042,0.05549207567935674,1.0364071059746154
Player_004,WR,Team_4,10.301080575889117,18.301080575889117,17,12,0.35023929784009006,0.6311948044935282,0.24592123566761281,False,0,0,0,1.6825234040141948,False,0.25,0.38820063977808794,0.38439401723495814,0.5
Player_005,QB,Team_5,18.232974677040822,33.23297467704082,6,7,0.29217071416857965,0.7502235928105138,0.14061224494695387,False,0,0,0,0.6112802068932749,False,0.15,0.3369640209585972,0.3008592893213753,0.67506676750362
Player_006,DEF,Team_6,0.958622974522485,6.958622974522485,1,9,0.23033842220022982,0.7275970455232342,0.2885819407825038,False,0,0,0,0.8030156036435986,False,0.1,0.2105146217816396,0.21070317248157724,0.7756845987938729
Player_007,QB,Team_7,42.253120278067264,57.253120278067264,3,5,0.16809575196967907,0.6379131261699966,0.4848272280307022,True,0,0,0,0.5952260296011899,False,0.15,0.19219118907772614,0.17320309968516084,0.9037170760127919
Player_008,TE,Team_8,0.14612967106382957,6.14612967106383,16,11,0.02439167138476815,0.9434021769946643,0.15158832554303112,False,0,0,0,0.13381463103093427,False,0.2,0.025690298187425478,0.025260305547453947,1.1055480100416806
Player_009,K,Team_9,0.5582538811153164,7.558253881115316,21,14,0.37804549020830197,0.7322232563379693,0.28802668849155566,False,0,0,0,0.4122120387019164,False,0.05,0.32947763967382315,0.3956576897129389,0.7086774596893425
Player_010,RB,Team_10,12.623002555725982,20.623002555725982,55,9,0.29276863789352914,0.7413465595881352,0.2589622607083297,False,0,0,0,0.7037753484433172,True,0.35,0.3098045282631235,0.2842327550507359,0.6848850835738858
Player_011,QB,Team_11,17.05406201388999,32.05406201388999,20,6,0.2720633693945783,0.6804108957653741,0.19705597485526313,False,0,0,0,1.1850312020669687,False,0.15,0.24531014301307638,0.27699213342942614,0.8162203966563607
Player_012,RB,Team_12,3.281271001230568,11.281271001230568,1,13,0.28556791711920904,1.0,0.24039337545154066,False,0,0,0,0.33688771844252885,False,0.35,0.2904390929231099,0.28974192082288985,0.6729789023418018
Player_013,QB,Team_13,10.998931297382107,25.998931297382107,1,4,0.14008653099938956,0.8447898724513876,0.23990244215343876,False,0,0,0,0.16885156080324448,False,0.15,0.13636139129710478,0.16777001900879593,0.7866442488702261
Player_014,QB,Team_14,6.147132882124513,21.147132882124513,6,13,0.25848404461360847,0.5802932246689392,0.15598677938918856,False,0,0,0,1.2379396837512164,True,0.15,0.21878840592577042,0.23739201974132546,0.7177767592657246
Player_015,QB,Team_15,32.20282049183902,47.20282049183902,1,8,0.14768125134472784,0.9846451293703958,0.22517198314284728,False,0,0,0,0.1672573689226048,False,0.15,0.1736867525180996,0.16690782489237038,1.0109204302698074
Player_016,WR,Team_16,0.23063932820374156,8.230639328203742,12,4,0.4308159946590686,0.48237558280048265,0.10779262646204674,False,0,1,0,1.499320340956899,False,0.25,0.40468038801672157,0.5491435972680798,0.5601761420229107
Player_017,DEF,Team_17,1.7379227357618339,7.737922735761834,50,6,0.09441120285046876,1.0,0.12062477376718653,False,0,0,0,0.2451451259078174,False,0.1,0.1114281479526258,0.10662566687652268,0.8616370096021035
Player_018,WR,Team_18,-1.1819329144926742,6.818067085507326,9,14,0.1945500667794992,0.8379017648579562,0.29373038879482694,False,0,0,0,0.6938882687733468,False,0.25,0.20087725651990143,0.24226452293871686,0.9729792581873228
Player_019,K,Team_19,3.13922658206884,10.13922658206884,15,7,0.17585352090409176,0.9099124414161102,0.5463125521454295,True,0,0,0,0.27919054237607704,False,0.05,0.1931606642317905,0.19930314934480559,0.8081526260995655
Player_020,DEF,Team_20,0.025797463982130786,6.025797463982131,3,9,0.5020354141443969,0.4712245220672652,0.28382314305573186,False,0,0,0,1.046264662221526,False,0.1,0.6016053780278593,0.5917842963492361,0.5
Player_021,WR,Team_21,8.011438892348558,16.011438892348558,25,11,0.15607788631237673,0.7230098747315247,0.1531875849928478,False,0,0,0,0.3744023706437093,False,0.25,0.16249467787133853,0.15738629613071747,1.0028365269078785
Player_022,RB,Team_22,19.85127503786414,27.85127503786414,1,13,0.4983396089487093,0.33034693814220295,0.2684237846271417,False,0,0,0,2.9893341807713285,False,0.35,0.5093891347460587,0.6017924031608521,0.6370476284678319
Player_023,DEF,Team_23,1.8763471982560693,7.876347198256069,35,4,0.23739477340650603,0.6091938095199317,0.6357865977963998,True,0,0,0,0.2715590580136956,False,0.1,0.24881911687938368,0.28051323886906365,0.8903729087833449
Player_024,RB,Team_24,13.511522791649437,21.511522791649437,1,14,0.34902898578432706,0.6246468429584769,0.23952837429869267,False,0,0,0,1.4324248777992648,False,0.35,0.3084202717900248,0.39505193870134336,0.7044519432237997
Player_025,RB,Team_25,-1.8672748517092588,6.132725148290741,65,14,0.4284332791336106,0.5652988111390722,0.13446397424032597,False,0,0,0,1.0252201415656423,True,0.35,0.3579478702688866,0.4062637199549576,0.6670809529165131
Player_026,WR,Team_26,2.7984905729411054,10.798490572941105,2,14,0.15124471849329232,0.8375224765376247,0.24965193807673167,False,0,0,0,0.6187835628794642,False,0.25,0.14897814796860698,0.18134065929194595,0.8266583215533854
Player_027,QB,Team_27,18.563133237391092,33.56313323739109,7,14,0.12637554783582539,0.7925738674662527,0.10401423955554528,False,0,0,0,0.6890799126670859,False,0.15,0.13542920931604607,0.15363077209835455,0.7831702637854675
Player_028,WR,Team_28,6.130226679000916,14.130226679000916,10,11,0.29712405752073423,0.7254756698886687,0.19964953956978804,False,0,0,0,0.8399055610428704,False,0.25,0.33881858726026554,0.2778570628123514,0.7868506862690372
Player_029,TE,Team_29,3.7044861155136246,9.704486115513625,47,9,0.2247071697553236,0.8038908468635048,0.2677165117405249,False,0,0,0,1.0193055355455731,False,0.2,0.18761162748547083,0.2477265278339835,0.9536041137821821
Player_030,DEF,Team_30,6.7104489370826546,12.710448937082655,1,11,0.13363846712534477,0.7940276246295318,0.16977365330859906,False,0,0,0,0.6288496047556633,False,0.1,0.15191105662346763,0.12774620687633179,1.1097463407148969
Player_031,TE,Team_31,1.339291105578499,7.339291105578499,22,8,0.5261261746936157,0.6448030747793465,0.2427564909710652,False,1,1,0,1.9252468810462475,True,0.2,0.4690994408888818,0.5877564497154938,0.5563638439192578
Player_032,WR,Team_32,14.966553749709735,22.966553749709735,14,7,0.23379524871902416,0.7174652488888611,0.14969782796289316,False,0,0,0,1.2232778690933226,False,0.25,0.22418975133900665,0.2849772711851042,0.8065868071489064
Player_033,RB,Team_1,10.931395755711684,18.931395755711684,14,6,0.18417297086710416,0.637955004242468,0.289456667922363,False,0,0,0,0.8256942303192191,False,0.35,0.19944007285108017,0.17699310126309142,0.9654314602818141
Player_034,WR,Team_2,-0.07519955825261349,7.9248004417473865,71,11,0.25537047579657707,0.6972869049333733,0.14547912417542253,False,0,0,0,0.40127294971263316,False,0.25,0.2925031960081842,0.3241121456311986,0.8398178260062783
Player_035,WR,Team_3,11.617304718336019,19.61730471833602,34,14,0.1202828887275358,0.9601610222835507,0.21611767005560867,False,0,0,0,0.36964382541758395,False,0.25,0.14418907686608126,0.13241678647366084,0.8639957219360191
Player_036,WR,Team_4,5.748939089050724,13.748939089050724,35,6,0.4484267268694247,0.5818838397406332,0.24281183995796565,False,0,1,0,0.6177153583604719,False,0.25,0.40758435326861875,0.5645567666897497,0.6682233561230859
Player_037,WR,Team_5,15.038264516651147,23.038264516651147,1,10,0.2904628940550524,0.6744689531570688,0.24445338637113181,False,0,0,0,0.4146481707469751,False,0.25,0.23545296353318126,0.2824967092736752,0.6866155007895883
Player_038,WR,Team_6,12.325031180157275,20.325031180157275,34,7,0.4768086191018898,0.4756383264816752,0.1725515789331891,False,0,0,0,2.825966756392501,False,0.25,0.416178996637558,0.521586358716271,0.6247600754044585
Player_039,WR,Team_7,11.8623745829635,19.8623745829635,60,12,0.3071017670062408,0.638922264962823,0.7571494032802495,True,0,0,0,1.5811776373933761,False,0.25,0.24703214896927955,0.2932067178543741,0.615067760453528
Player_040,DEF,Team_8,4.048828815029021,10.04882881502902,59,12,0.2687146603467678,0.8767781204857988,0.13687418413579264,False,0,0,0,1.4987743945283531,False,0.1,0.28058160138506427,0.34388025572659325,0.7832725622882305
Player_041,RB,Team_9,4.988497731009106,12.988497731009106,46,6,0.05797497186510903,0.8761481455567554,0.2541824407491644,False,0,0,0,0.20160544744741002,False,0.35,0.056463618580780195,0.05789153505641528,0.991998790146102
Player_042,WR,Team_10,9.195917015045957,17.195917015045957,6,14,0.6058157913459818,0.37155968675315054,0.24644497728191223,False,1,1,0,3.5975401706039727,False,0.25,0.4942067870485696,0.7162136448080515,0.5
Player_043,QB,Team_11,11.45632543963184,26.45632543963184,51,5,0.18404519140214515,0.895119723390134,0.2044869152142338,False,0,0,0,0.5562632014325399,False,0.15,0.20642339194441878,0.20527675440126353,0.9389709399435695
